Index,CUSIP,ISIN,OAPermID,RIC,SEDOL,LipperID,Ticker
RPD.OQ,753422104,US7534221046,5037935857,RPD.OQ,BZ22CY6,,RPD
MYGN.OQ,62855J104,US62855J1043,4295907228,MYGN.OQ,2614153,,MYGN
WOR.N,981811102,US9818111026,4295905353,WOR.N,2981932,,WOR
SEAS.N,81282V100,US81282V1008,5038033450,SEAS.N,B84KWJ4,,SEAS
GTN.N,389375106,US3893751061,4295904093,GTN.N,2390817,,GTN
AVNS.N,05350V106,US05350V1061,5042372587,AVNS.N,BFFVV54,,AVNS
BRKS.OQ,114340102,US1143401024,4295905781,BRKS.OQ,2145460,,BRKS
BEST.N,08653C106,US08653C1062,5056411041,BEST.N,BF16M83,,BEST
ZGNX.OQ,98978L204,US98978L2043,4297661455,ZGNX.OQ,BYTJZL1,,ZGNX
AKR.N,4239109,US0042391096,4295903280,AKR.N,2566522,,AKR
AIT.N,03820C105,US03820C1053,4295903480,AIT.N,2086309,,AIT
CCOI.OQ,19239V302,US19239V3024,5042934497,CCOI.OQ,B06RWD1,,CCOI
CRS.N,144285103,US1442851036,4295903672,CRS.N,2177504,,CRS
WLL.N,966387409,US9663874090,4295902503,WLL.N,BYWSWR0,,WLL
USNA.N,90328M107,US90328M1071,4295908218,USNA.N,2267698,,USNA
IRWD.OQ,46333X108,US46333X1081,4295940206,IRWD.OQ,B3MZ6K5,,IRWD
BBBY.OQ,75896100,US0758961009,4295905710,BBBY.OQ,2085878,,BBBY
TR.N,890516107,US8905161076,4295903257,TR.N,2896809,,TR
AMN.N,1744101,US0017441017,5000067249,AMN.N,2813552,,AMN
SHEN.OQ,82312B106,US82312B1061,4295914921,SHEN.OQ,2676692,,SHEN
RES.N,749660106,US7496601060,4295904795,RES.N,2719456,,RES
WSBC.OQ,950810101,US9508101014,4295908454,WSBC.OQ,2953782,,WSBC
TCP.N,87233Q108,US87233Q1085,4295915579,TCP.N,2422282,,TCP
NMRK.OQ,65158N102,US65158N1028,5057990921,NMRK.OQ,BF1Q6P8,,NMRK
PTLA.OQ,737010108,US7370101088,4296948764,PTLA.OQ,B93PNR2,,PTLA
COKE.OQ,191098102,US1910981026,4295905979,COKE.OQ,2206721,,COKE
TRMK.OQ,898402102,US8984021027,4295908202,TRMK.OQ,2340210,,TRMK
CLDR.N,18914U100,US18914U1007,4298410015,CLDR.N,BYQHPY1,,CLDR
EE.N,283677854,US2836778546,4295903125,EE.N,2851808,,EE
INGN.OQ,45780L104,US45780L1044,4297053323,INGN.OQ,BJSVLL5,,INGN
SITC.N,82981J109,US82981J1097,4295903862,SITC.N,BGL0KF5,,SITC
IRTC.OQ,450056106,US4500561067,4296286399,IRTC.OQ,BYT4ST5,,IRTC
HLNE.OQ,407497106,US4074971064,5053656220,HLNE.OQ,BF0SR29,,HLNE
APPN.OQ,03782L101,US03782L1017,4297999263,APPN.OQ,BYPBTB9,,APPN
EVBG.OQ,29978A104,US29978A1043,5000634701,EVBG.OQ,BYY5ZB4,,EVBG
IPAR.OQ,458334109,US4583341098,4295913823,IPAR.OQ,2473150,,IPAR
ADSW.N,00790X101,US00790X1019,5037848536,ADSW.N,BYMM8B8,,ADSW
AMGP.N,03676B102,US03676B1026,5045866845,AM.N,BJBT0Q4,,AM
XLRN.OQ,00434H108,US00434H1086,4296015497,XLRN.OQ,BDGTXQ8,,XLRN
MAIN.N,56035L104,US56035L1044,4298009048,MAIN.N,B28BNR6,,MAIN
ABM.N,957100,US0009571003,5000007999,ABM.N,2024901,,ABM
UPWK.OQ,91688F104,US91688F1049,5044011366,UPWK.OQ,BGRFWV4,,UPWK
DSW.N,250565108,US2505651081,4295902329,DBI.N,BJ9J282,,DBI
EB.N,2.9975E+113,US29975E1091,5000496521,EB.N,BF5L3R0,,EB
ARGO.N,,BMG0464B1072,4295909991,ARGO.N,2499543,,ARGO
INSM.OQ,457669307,US4576693075,4295915885,INSM.OQ,2614487,,INSM
INDB.OQ,453836108,US4538361084,4295906791,INDB.OQ,2447821,,INDB
NEP.N,65341B106,US65341B1061,5042933195,NEP.N,BNGY4Q0,,NEP
TEX.N,880779103,US8807791038,4295905054,TEX.N,2884224,,TEX
VC.OQ,92839U206,US92839U2069,4295911984,VC.OQ,B4N0JJ6,,VC
EPC.N,28035Q102,US28035Q1022,4295912120,EPC.N,BX8ZSB4,,EPC
CRUS.OQ,172755100,US1727551004,4295905951,CRUS.OQ,2197308,,CRUS
ARI.N,03762U105,US03762U1051,5000089362,ARI.N,B4JTYX6,,ARI
TELL.OQ,87968A104,US87968A1043,4295907056,TELL.OQ,BD3DWD3,,TELL
WERN.OQ,950755108,US9507551086,4295908451,WERN.OQ,2948852,,WERN
FOXF.OQ,35138V102,US35138V1026,5000166256,FOXF.OQ,BCRY5K3,,FOXF
BDC.N,77454106,US0774541066,4295903543,BDC.N,B01WL78,,BDC
PCH.OQ,737630103,US7376301039,4295904758,PCH.OQ,B0XXJN1,,PCH
ADC.N,8492100,US0084921008,4295903296,ADC.N,2062161,,ADC
PSEC.OQ,74348T102,US74348T1025,4295905263,PSEC.OQ,B020VX7,40208404,PSEC
VG.N,92886T201,US92886T2015,4295916135,VG.N,B15JLG1,,VG
BEAT.OQ,90672106,US0906721065,5039650109,BEAT.OQ,BCD7L64,,BEAT
SWN.N,845467109,US8454671095,4295904953,SWN.N,2828619,,SWN
WDFC.OQ,929236107,US9292361071,4295908339,WDFC.OQ,2944742,,WDFC
FMBI.OQ,320867104,US3208671046,4295906486,FMBI.OQ,2341439,,FMBI
SOGO.N,83409V104,US83409V1044,5050271701,SOGO.N,BF3BGN9,,SOGO
CXW.N,21871N101,US21871N1019,4295912251,CXW.N,BZ8VC58,,CXW
WCC.N,95082P105,US95082P1057,5037652044,WCC.N,2416973,,WCC
LM.N,524901105,US5249011058,4295903201,LM.N,2510615,,LM
AIN.N,12348108,US0123481089,4295903323,AIN.N,2012757,,AIN
SUN.N,86765K109,US86765K1097,5037627752,SUN.N,BRTR130,,SUN
ARLP.OQ,01877R108,US01877R1086,4295902977,ARLP.OQ,2478650,,ARLP
FELE.OQ,353514102,US3535141028,4295906533,FELE.OQ,2350383,,FELE
BRC.N,104674106,US1046741062,4295903601,BRC.N,2117726,,BRC
SFNC.OQ,828730200,US8287302009,4295908679,SFNC.OQ,2810133,,SFNC
FBP.N,318672706,PR3186727065,4295903990,FBP.N,2296926,,FBP
WAFD.OQ,938824109,US9388241096,4295908450,WAFD.OQ,2941981,,WAFD
TRNO.N,88146M101,US88146M1018,5000583977,TRNO.N,B3N4753,,TRNO
SSB.OQ,840441109,US8404411097,4295903993,SSB.OQ,BNFX071,,SSB
CXP.N,198287203,US1982872038,4297201928,CXP.N,BFLY9C0,,CXP
ARNA.OQ,40047607,US0400476075,4295900428,ARNA.OQ,BF3N4P3,,ARNA
ENDP.OQ,,IE00BJ3V9050,5040791002,ENDP.OQ,BJ3V905,,ENDP
CWT.N,130788102,US1307881029,4295903643,CWT.N,2165383,,CWT
BECN.OQ,73685109,US0736851090,4295909007,BECN.OQ,B02TS99,,BECN
MUSA.N,626755102,US6267551025,5039731434,MUSA.N,BCZWJ63,,MUSA
GLOB.N,,LU0974299876,5040244658,GLOB.N,BP40HF4,,GLOB
CSFL.OQ,15201P109,US15201P1093,4295900280,CSFL.OQ,2698652,,CSFL
PDM.N,720190206,US7201902068,4295902861,PDM.N,B3M3278,,PDM
ZUO.N,98983V106,US98983V1061,4297711874,ZUO.N,BFXZB14,,ZUO
MC.N,60786M105,US60786M1053,5041976873,MC.N,BLG38Q1,,MC
CLNY.N,19626G108,US19626G1085,5051788025,CLNY.N,BG5QFV0,,CLNY
CMPR.OQ,,NL0009272269,5000103184,CMPR.OQ,B48HGT1,,CMPR
FIBK.OQ,32055Y201,US32055Y2019,4295909886,FIBK.OQ,B4RGHN0,,FIBK
HALO.OQ,40637H109,US40637H1095,4295915674,HALO.OQ,2975098,,HALO
IBTX.OQ,45384B106,US45384B1061,5001206810,IBTX.OQ,B9M9ZZ7,,IBTX
MNRO.OQ,610236101,US6102361010,4295907213,MNRO.OQ,2600088,,MNRO
CDEV.OQ,15136A102,US15136A1025,5050265047,CDEV.OQ,BYM4Z79,,CDEV
SAFM.OQ,800013104,US8000131040,4295907853,SAFM.OQ,2774336,,SAFM
MRTX.OQ,60468T105,US60468T1051,5039800567,MRTX.OQ,BBPK0J0,,MRTX
ZEON.PK,98944X100,US98944X1000,4296484022,ZEON.PK,2116433,,ZEON
KOS.N,500688106,US5006881065,5038077940,KOS.N,BHK15K6,,KOS
ALTR.OQ,21369103,US0213691035,4296937904,ALTR.OQ,BD6D4Y5,,ALTR
APU.N,30975106,US0309751065,4295903373,APU.N,2033480,,APU
PDCE.OQ,69327R101,US69327R1014,5046050237,PDCE.OQ,B89M5F2,,PDCE
LGND.OQ,53220K504,US53220K5048,4295907009,LGND.OQ,2501578,,LGND
POL.N,73179P106,US73179P1066,4295904065,POL.N,2624561,,POL
RPAI.N,76131V202,US76131V2025,4298009631,RPAI.N,B7QR337,,RPAI
LEXEA.OQ,53046P109,US53046P1093,5050705351,LEXEA.OQ,BD8R2H4,,LEXEA
AWR.N,29899101,US0298991011,4295903344,AWR.N,2267171,,AWR
FUL.N,359694106,US3596941068,4295906546,FUL.N,2354664,,FUL
IRDM.OQ,46269C102,US46269C1027,5000434067,IRDM.OQ,B2QH310,,IRDM
VNE.N,92336X109,US92336X1090,5063729103,VNE.N,BZ19F50,,VNE
GKOS.N,377322102,US3773221029,4296671707,GKOS.N,BYMWL19,,GKOS
AVA.N,05379B107,US05379B1070,4295912017,AVA.N,2942605,,AVA
TERP.OQ,88104R209,US88104R2094,5042936363,TERP.OQ,BYZ1PN3,,TERP
AATP.PK,8389108,US0083891087,5057766062,AATP.PK,BF12Y52,,AATP
GEL.N,371927104,US3719271047,4295904063,GEL.N,2372257,,GEL
TRTN.N,,BMG9078F1077,5048323216,TRTN.N,BDBBB21,,TRTN
ENSG.OQ,29358P101,US29358P1012,4295899238,ENSG.OQ,B1YWPP8,,ENSG
OICT.PK,67778A106,US67778A1060,4297810393,OICT.PK,BYVXX06,,OICT
MDP.N,589433101,US5894331017,4295904513,MDP.N,2578516,,MDP
NFE.OQ,644393100,US6443931000,5056702528,NFE.OQ,BH3Z4P3,,NFE
WNS.N,92932M101,US92932M1018,4295873511,WNS.N,B194GX4,,WNS
QDEL.OQ,74838J101,US74838J1016,4295907711,QDEL.OQ,2717591,,QDEL
ESRT.N,292104106,US2921041065,5037282707,ESRT.N,BF321D7,,ESRT
IIVI.OQ,902104108,US9021041085,4295908209,IIVI.OQ,2452698,,IIVI
SSD.N,829073105,US8290731053,4295904919,SSD.N,2809250,,SSD
ACHC.OQ,00404A109,US00404A1097,5035416517,ACHC.OQ,B65VZ37,,ACHC
SGMS.OQ,80874P109,US80874P1093,5060521334,SGMS.OQ,2919290,,SGMS
IBOC.OQ,459044103,US4590441030,4295906850,IBOC.OQ,2243911,,IBOC
FOCS.OQ,34417P100,US34417P1003,5064284368,FOCS.OQ,BF7J7H0,,FOCS
CZZ.N,,BMG253431073,4295859861,CZZ.N,B23Z3F1,,CZZ
FFBC.OQ,320209109,US3202091092,4295906468,FFBC.OQ,2352806,,FFBC
SJI.N,838518108,US8385181081,4295904941,SJI.N,2825933,,SJI
RRC.N,75281A109,US75281A1097,4295904803,RRC.N,2523334,,RRC
WTS.N,942749102,US9427491025,4295905316,WTS.N,2943620,,WTS
BDN.N,105368203,US1053682035,4295903596,BDN.N,2518954,,BDN
GEO.N,36162J106,US36162J1060,5040691954,GEO.N,BNLYWQ1,,GEO
SAIL.N,78781P105,US78781P1057,5046655934,SAIL.N,BD390V5,,SAIL
UNF.N,904708104,US9047081040,4295905159,UNF.N,2466428,,UNF
SKYW.OQ,830879102,US8308791024,4295907943,SKYW.OQ,2814210,,SKYW
CAR.OQ,53774105,US0537741052,4295903093,CAR.OQ,B1CL8J2,,CAR
EYE.OQ,63845R107,US63845R1077,5057859669,EYE.OQ,BYP71H7,,EYE
HI.N,431571108,US4315711089,4298015201,HI.N,B2QGDP1,,HI
RGEN.OQ,759916109,US7599161095,4295907765,RGEN.OQ,2731654,,RGEN
DORM.OQ,258278100,US2582781009,4295907718,DORM.OQ,2718594,,DORM
KFY.N,500643200,US5006432000,4295912184,KFY.N,2386849,,KFY
CNO.N,1.2621E+107,US12621E1038,4295903787,CNO.N,2657750,,CNO
WHD.N,127203107,US1272031071,5060527905,WHD.N,BF1GM16,,WHD
SXT.N,81725T100,US81725T1007,4295905186,SXT.N,2923741,,SXT
COLB.OQ,197236102,US1972361026,4295905988,COLB.OQ,2176608,,COLB
FINN.PK,335720108,US3357201082,4295913456,FINN.PK,B018Y44,,FINN
HCSG.OQ,421906108,US4219061086,4295906676,HCSG.OQ,2417619,,HCSG
CWENa.N,18539C105,US18539C1053,5040042118,CWENa.N,BGJRH35,,CWEN.A
KWR.N,747316107,US7473161070,4295904785,KWR.N,2715186,,KWR
SNH.OQ,81721M109,US81721M1099,4295901033,SNH.OQ,2501631,,SNH
NS.N,67058H102,US67058H1023,4295899178,NS.N,2738804,,NS
KBR.N,48242W106,US48242W1062,4295906353,KBR.N,B1HHB18,,KBR
GTLS.OQ,16115Q308,US16115Q3083,4295903740,GTLS.OQ,B19HNF4,,GTLS
CBT.N,127055101,US1270551013,4295903628,CBT.N,2162500,,CBT
AR.N,03674X106,US03674X1063,4296888599,AR.N,BFD2WR8,,AR
DAN.N,235825205,US2358252052,4295903830,DAN.N,B2PFJR3,,DAN
ORA.N,686688102,US6866881021,4295902499,ORA.N,B03L311,,ORA
DK.N,24665A103,US24665A1034,5054562603,DK.N,BF5P189,,DK
GATX.N,361448103,US3614481030,4295904035,GATX.N,2362128,,GATX
RXN.N,76169B102,US76169B1026,4298040855,RXN.N,B4NPMX6,,RXN
GHDX.OQ,37244C101,US37244C1018,4295910638,GHDX.OQ,B0J2NP2,,GHDX
OFC.N,22002T108,US22002T1088,4295903797,OFC.N,2756152,,OFC
ATGE.N,00737L103,US00737L1035,4295903108,ATGE.N,BZ12TX5,,ATGE
BL.OQ,09239B109,US09239B1098,5052135332,BL.OQ,BD3WZS6,,BL
FCN.N,302941109,US3029411093,4295903959,FCN.N,2351449,,FCN
ESI.N,28618M106,US28618M1062,5039879018,ESI.N,BJ1C2K1,,ESI
AB.N,01881G106,US01881G1067,4295911953,AB.N,2017558,,AB
ALRM.OQ,11642105,US0116421050,5000386924,ALRM.OQ,BYN7H26,,ALRM
NOVT.OQ,67000B104,CA67000B1040,4295860976,NOVT.OQ,BD8S5H8,,NOVT
HELE.OQ,,BMG4388N1065,4295908530,HELE.OQ,2419530,,HELE
AJRD.N,7800105,US0078001056,5034510392,AJRD.N,BWD7PX9,,AJRD
ADAP.OQ,00653A107,US00653A1079,5045847548,ADAP.OQ,BWY4XV3,,ADAP
SHOO.OQ,556269108,US5562691080,4295907052,SHOO.OQ,2553911,,SHOO
SFM.OQ,85208M102,US85208M1027,4297662534,SFM.OQ,BCGCR79,,SFM
BOX.N,10316T104,US10316T1043,5000451167,BOX.N,BVB3BV2,,BOX
MD.N,58502B106,US58502B1061,5000065931,MD.N,2677640,,MD
RETA.OQ,75615P103,US75615P1030,5000090491,RETA.OQ,BYY9FX8,,RETA
PTEN.OQ,703481101,US7034811015,4295907558,PTEN.OQ,2672537,,PTEN
SFIX.OQ,860897107,US8608971078,5037661947,SFIX.OQ,BF3FPW3,,SFIX
AEL.N,25676206,US0256762065,4295902344,AEL.N,2191300,,AEL
FNSR.OQ,31787A507,US31787A5074,4295913397,FNSR.OQ,2517832,,FNSR
ASND.OQ,04351P101,US04351P1012,4297931709,ASND.OQ,BV9G6B8,,ASND
BCPC.OQ,57665200,US0576652004,4295903503,BCPC.OQ,2072074,,BCPC
JJSF.OQ,466032109,US4660321096,4295906883,JJSF.OQ,2469171,,JJSF
PENN.OQ,707569109,US7075691094,4295907572,PENN.OQ,2682105,,PENN
AKCA.OQ,00972L107,US00972L1070,5046039618,AKCA.OQ,BF47GP8,,AKCA
EXPO.OQ,30214U102,US30214U1025,4295906403,EXPO.OQ,2330318,,EXPO
FULT.OQ,360271100,US3602711000,4295906550,FULT.OQ,2356585,,FULT
MIME.OQ,,GB00BYT5JK65,5031880878,MIME.OQ,BYT5JK6,,MIME
NGHC.OQ,636220303,US6362203035,5037999179,NGHC.OQ,BJ35QL7,,NGHC
UBSH.OQ,04911A107,US04911A1079,4295908241,,BFZ9DB8,,AUB
ROG.N,775133101,US7751331015,4295904840,ROG.N,2746700,,ROG
MMYT.OQ,,MU0295S00016,5000829973,MMYT.OQ,B552PC2,,MMYT
JBT.N,477839104,US4778391049,4298052244,JBT.N,B3BRJZ8,,JBT
MCY.N,589400100,US5894001008,4295904514,MCY.N,2578464,,MCY
ENV.N,29404K106,US29404K1060,5000684998,ENV.N,B474ZK7,,ENV
SPB.N,84790A105,US84790A1051,4295905363,SPB.N,BDRYFB1,,SPB
WTM.N,,BMG9618E1075,4295912332,WTM.N,2339252,,WTM
HMSY.OQ,40425J101,US40425J1016,5041982148,HMSY.OQ,2418043,,HMSY
FII.N,314211103,US3142111034,4295903979,FII.N,2246288,,FII
FUN.N,150185106,US1501851067,4295903671,FUN.N,2181453,,FUN
NAVI.OQ,63938C108,US63938C1080,5040760439,NAVI.OQ,BLP5GX1,,NAVI
CLB.N,,NL0000200384,4295884861,CLB.N,2182531,,CLB
PRLB.N,743713109,US7437131094,4298059665,PRLB.N,B6T6J81,,PRLB
KW.N,489398107,US4893981070,4295899545,KW.N,B298495,,KW
B.N,67806109,US0678061096,4295903040,B.N,2080732,,B
ITGR.N,45826H109,US45826H1095,4295901501,ITGR.N,BD06LM7,,ITGR
VIAV.OQ,925550105,US9255501051,4295913962,VIAV.OQ,BYXB201,,VIAV
BEL.N,,BMG1154H1079,4295901819,BEL.N^D19,,,
CLGX.N,21871D103,US21871D1037,4297568283,CLGX.N,B5541Y2,,CLGX
GBT.OQ,37890U108,US37890U1088,5037622915,GBT.OQ,BZ05388,,GBT
FTDR.OQ,35905A109,US35905A1097,5064687150,FTDR.OQ,BFYF094,,FTDR
VMI.N,920253101,US9202531011,4295908291,VMI.N,2926825,,VMI
THC.N,88033G407,US88033G4073,4295905051,THC.N,B8DMK08,,THC
JWa.N,968223206,US9682232064,4295908485,JWa.N,2965668,,JW.A
NUVA.OQ,670704105,US6707041058,4295902595,NUVA.OQ,B00GJC2,,NUVA
YELP.N,985817105,US9858171054,4297393184,YELP.N,B7KCD72,,YELP
EBS.N,29089Q105,US29089Q1058,4295911051,EBS.N,B1HJLW5,,EBS
TENB.OQ,88025T102,US88025T1025,5051786558,TENB.OQ,BF7J7N6,,TENB
HLI.N,441593100,US4415931009,5046652722,HLI.N,BYQ3PM7,,HLI
OI.N,690768403,US6907684038,4295903195,OI.N,2662862,,OI
HEP.N,435763107,US4357631070,4295900027,HEP.N,B00N3V0,,HEP
HGV.N,43283X105,US43283X1054,5051772422,HGV.N,BYSLHX4,,HGV
QTWO.N,74736L109,US74736L1098,4297894387,QTWO.N,BKM4KV0,,QTWO
XTEG.PK,98421D106,US98421D1063,5057830079,XTEG.PK,BHZS8X6,,XTEG
CVLT.OQ,204166102,US2041661024,4295915950,CVLT.OQ,B142B38,,CVLT
MGY.N,559663109,US5596631094,5055467397,MGY.N,BF2GC59,,MGY
KMT.N,489170100,US4891701009,4295904363,KMT.N,2488121,,KMT
CMD.N,138098108,US1380981084,4295905851,CMD.N,2188153,,CMD
ONB.OQ,680033107,US6800331075,4295907462,ONB.OQ,2658441,,ONB
STAG.N,85254J102,US85254J1025,5000808134,STAG.N,B64BRQ5,,STAG
REZI.N,76118Y104,US76118Y1047,5065322350,REZI.N,BFD1TJ6,,REZI
TCBI.OQ,88224Q107,US88224Q1076,4295915665,TCBI.OQ,2977209,,TCBI
CATY.OQ,149150104,US1491501045,4295905885,CATY.OQ,2264235,,CATY
CFX.N,194014106,US1940141062,4298009331,CFX.N,B2RB4W9,,CFX
FOLD.OQ,03152W109,US03152W1099,4295902550,FOLD.OQ,B19FQ48,,FOLD
CNDT.N,206787103,US2067871036,5052129728,CNDT.N,BYWLRV8,,CNDT
AVX.N,2444107,US0024441075,4295903285,AVX.N,2053983,,AVX
ARD.N,,LU1565283667,5037249709,ARD.N,BYXR9D1,,ARD
RLI.N,749607107,US7496071074,5067935701,RLI.N,2719070,,RLI
MRCY.OQ,589378108,US5893781089,4295907134,MRCY.OQ,2144047,,MRCY
TRN.N,896522109,US8965221091,4295905131,TRN.N,2904627,,TRN
AN.N,05329W102,US05329W1027,4295911957,AN.N,2732635,,AN
TCO.N,876664103,US8766641034,4295905041,TCO.N,2872252,,TCO
STRA.OQ,86272C103,US86272C1036,4295908028,STRA.OQ,BGGJFV8,,STRA
SLGN.OQ,827048109,US8270481091,4295907922,SLGN.OQ,2809324,,SLGN
FIZZ.OQ,635017106,US6350171061,4295904579,FIZZ.OQ,2638625,,FIZZ
SBRA.OQ,78573L106,US78573L1061,5001179197,SBRA.OQ,B5NLBP6,,SBRA
IMMU.OQ,452907108,US4529071080,4295906779,IMMU.OQ,2457961,,IMMU
ICPT.OQ,45845P108,US45845P1084,4296966741,ICPT.OQ,B7N59F8,,ICPT
VSH.N,928298108,US9282981086,4295905218,VSH.N,2930149,,VSH
AZUL.N,05501U106,US05501U1060,5040244203,AZUL.N,BDCT500,,AZUL
RLJ.N,74965L101,US74965L1017,5001440461,RLJ.N,B3PY1N7,,RLJ
CLF.N,185899101,US1858991011,4295903753,CLF.N,BYVZ186,,CLF
CBPO.OQ,,KYG215151047,5056440650,CBPO.OQ,BF0G7L2,,CBPO
FNMA.PK,313586109,US3135861090,4295903973,FNMA.PK,2333889,,FNMA
MMSI.OQ,589889104,US5898891040,4295907141,MMSI.OQ,2580555,,MMSI
CVBF.OQ,126600105,US1266001056,4295903634,CVBF.OQ,2160645,,CVBF
OUT.N,69007J106,US69007J1060,5040054348,OUT.N,BSP6611,,OUT
TPX.N,88023U101,US88023U1016,4295910029,TPX.N,2216991,,TPX
AAXN.OQ,05464C101,US05464C1018,4295899766,AAXN.OQ,BDT5S35,,AAXN
ENS.N,29275Y102,US29275Y1029,4295902753,ENS.N,B020GQ5,,ENS
I.N,,LU0914713705,5037477697,I.N,B8CP440,,I
TGNA.N,87901J105,US87901J1051,4295904046,TGNA.N,BZ0P3Z5,,TGNA
UFS.N,257559203,US2575592033,4295862776,UFS.N,B1T84Z4,,UFS
FIVN.OQ,338307101,US3383071012,4297140185,FIVN.OQ,BKY7X18,,FIVN
APY.N,03755L104,US03755L1044,5063165075,APY.N,BFXZQZ3,,APY
LGFa.N,535919401,CA5359194019,4295861978,LGFa.N,BD8NBC0,,LGF.A
SRC.N,84860W300,US84860W3007,4298009602,SRC.N,BHHZBZ8,,SRC
GNRC.N,368736104,US3687361044,5000469187,GNRC.N,B6197Q2,,GNRC
DOC.N,71943U104,US71943U1043,5039925578,DOC.N,BC9S149,,DOC
MFA.N,55272X102,US55272X1028,4295902517,MFA.N,2418162,,MFA
NUS.N,67018T105,US67018T1051,4295904637,NUS.N,2616870,,NUS
MOGa.N,615394202,US6153942023,4295908640,MOGa.N,2601218,,MOG.A
BXS.N,05971J102,US05971J1025,5000644899,BXS.N,BF3BNF0,,BXS
CCMP.OQ,12709P103,US12709P1030,4295912729,CCMP.OQ,2572381,,CCMP
COHR.OQ,192479103,US1924791031,4295905972,COHR.OQ,2208374,,COHR
TKR.N,887389104,US8873891043,4295905089,TKR.N,2892807,,TKR
ENR.N,29272W109,US29272W1099,5045945933,ENR.N,BYZFPN5,,ENR
CHFC.OQ,163731102,US1637311028,4295905929,CHFC.OQ,2190277,,CHFC
NEOG.OQ,640491106,US6404911066,4295907359,NEOG.OQ,2630085,,NEOG
HOMB.OQ,436893200,US4368932004,4295913053,HOMB.OQ,B17MTL9,,HOMB
QLYS.OQ,74758T303,US74758T3032,4296961643,QLYS.OQ,B7XJTN8,,QLYS
R.N,783549108,US7835491082,4295903059,R.N,2760669,,R
RRR.OQ,75700L108,US75700L1089,5046721471,RRR.OQ,BYY9947,,RRR
REXR.N,76169C100,US76169C1009,5039925038,REXR.N,BC9ZHL9,,REXR
WWW.N,978097103,US9780971035,4295905354,WWW.N,2977500,,WWW
RH.N,74967X103,US74967X1037,5035757421,RH.N,BYXR425,,RH
PGRE.N,69924R108,US69924R1086,5044129447,PGRE.N,BSL7HC6,,PGRE
CBU.N,203607106,US2036071064,4295903752,CBU.N,2222062,,CBU
NHI.N,63633D104,US63633D1046,4295904590,NHI.N,2626125,,NHI
MANU.N,,KYG5784H1065,5037636414,MANU.N,B8Q8MV8,,MANU
BYD.N,103304101,US1033041013,4295903594,BYD.N,2117232,,BYD
TTEK.OQ,88162G103,US88162G1031,4295908132,TTEK.OQ,2883890,,TTEK
URBN.OQ,917047102,US9170471026,4295908273,URBN.OQ,2933438,,URBN
NINK.PK,62987R107,US62987R1077,5038078212,NINK.PK,BZCP5P7,,NINK
UNPA.PK,903057107,US9030571072,5000060914,UNPA.PK,B02Q7X7,,UNPA
SBGI.OQ,829226109,US8292261091,4295907944,SBGI.OQ,2799351,,SBGI
GDOT.N,39304D102,US39304D1028,4297704557,GDOT.N,B3WNNP3,,GDOT
FSK.N,302635107,US3026351078,4296228268,FSK.N,BLRVST7,,FSK
UNVR.N,91336L107,US91336L1070,4296934874,UNVR.N,BZ07PN3,,UNVR
CSOD.OQ,21925Y103,US21925Y1038,4296239274,CSOD.OQ,B404719,,CSOD
NCR.N,6.2886E+112,US62886E1082,4295904570,NCR.N,2632650,,NCR
UMBF.OQ,902788108,US9027881088,4295908213,UMBF.OQ,2918510,,UMBF
FEYE.OQ,31816Q101,US31816Q1013,4297518058,FEYE.OQ,BD4R405,,FEYE
BOH.N,62540109,US0625401098,4295904688,BOH.N,2074070,,BOH
THS.N,89469A104,US89469A1043,4295911050,THS.N,B095X84,,THS
ASGN.N,00191U102,US00191U1025,4295907471,ASGN.N,BFY8W20,,ASGN
SHO.N,867892101,US8678921011,4295911568,SHO.N,B034LG1,,SHO
TDS.N,879433829,US8794338298,4295905053,TDS.N,B6YR5K3,,TDS
MIC.N,55608B105,US55608B1052,4298444219,MIC.N,B1Z4VB1,,MIC
LAUR.OQ,518613203,US5186132032,4295908071,LAUR.OQ,BYMYT66,,LAUR
LHCG.OQ,50187A107,US50187A1079,4295902482,LHCG.OQ,B06DT50,,LHCG
LPX.N,546347105,US5463471053,4295904430,LPX.N,2535243,,LPX
NOAH.N,65487X102,US65487X1028,4296779646,NOAH.N,B5MDP39,,NOAH
ELLI.N,28849P100,US28849P1003,4296534968,ELLI.N^D19,,,
PRSP.N,715347100,US7153471005,5060866271,PRSP.N,BZ5YFM8,,PRSP
THO.N,885160101,US8851601018,4295905081,THO.N,2889876,,THO
CIM.N,16934Q208,US16934Q2084,4298015207,CIM.N,BVZCNC0,,CIM
NWE.N,668074305,US6680743050,4295904629,NWE.N,B03PGL4,,NWE
OMCL.OQ,68213N109,US68213N1090,4295903006,OMCL.OQ,2789523,,OMCL
TWO.N,90187B408,US90187B4086,5000066586,TWO.N,BD832H2,,TWO
BTU.N,704551100,US7045511000,4295899655,BTU.N,BDVPZV0,,BTU
STAY.OQ,30224P200,US30224P2002,5037216479,STAY.OQ,BGH3F75,,STAY
BJ.N,05550J101,US05550J1016,5000832242,BJ.N,BFZNZF8,,BJ
VRNT.OQ,92343X100,US92343X1000,4295902125,VRNT.OQ,2849193,,VRNT
VLY.OQ,919794107,US9197941076,4295905201,VLY.OQ,2935326,,VLY
ROLL.OQ,75524B104,US75524B1044,4295902632,ROLL.OQ,B0GLYB5,,ROLL
